date,symbol,open,high,low,close,adjusted_close,volume,source
2025-04-11,MNST,57.87,58.45,57.17,58.15,58.15,5655981,tiingo
2025-04-14,MNST,58.2,58.79,57.87,58.58,58.58,4517103,tiingo
2025-04-15,MNST,58.75,58.91,58.2,58.64,58.64,3082023,tiingo
2025-04-16,MNST,58.87,59.14,57.91,57.95,57.95,5060585,tiingo
2025-04-17,MNST,58.46,58.645,58.15,58.41,58.41,7138377,tiingo
2025-04-21,MNST,58.36,58.42,57.005,58.01,58.01,4632507,tiingo
2025-04-22,MNST,58.73,59.59,58.2,59.28,59.28,4490566,tiingo
2025-04-23,MNST,59.32,59.7,58.505,59.09,59.09,4994286,tiingo
2025-04-24,MNST,58.98,58.98,58.1,58.59,58.59,3619205,tiingo
2025-04-25,MNST,58.59,58.82,57.86,58.67,58.67,3898447,tiingo
2025-04-28,MNST,58.74,58.98,58.03,58.49,58.49,3057179,tiingo
2025-04-29,MNST,58.59,59.33,58.01,59.25,59.25,3448548,tiingo
2025-04-30,MNST,59.59,60.29,58.8,60.12,60.12,5229048,tiingo
2025-05-01,MNST,59.86,60.03,59.3,59.52,59.52,5164948,tiingo
2025-05-02,MNST,59.87,60.255,59.43,60.05,60.05,4161647,tiingo
2025-05-05,MNST,60.06,61.29,59.63,60.91,60.91,4609482,tiingo
2025-05-06,MNST,60.58,60.77,59.89,60.02,60.02,5258129,tiingo
2025-05-07,MNST,60.255,60.85,59.98,60.56,60.56,3871268,tiingo
2025-05-08,MNST,60.65,61.07,60.08,60.14,60.14,6083939,tiingo
2025-05-09,MNST,58.81,61.83,58.62,61.0,61.0,8655116,tiingo
2025-05-12,MNST,61.51,62.455,60.42,61.36,61.36,6288066,tiingo
2025-05-13,MNST,61.23,61.26,60.15,60.23,60.23,5384458,tiingo
2025-05-14,MNST,60.23,61.265,60.03,61.0,61.0,5066216,tiingo
2025-05-15,MNST,61.0195,62.34,61.0195,62.33,62.33,6753873,tiingo
2025-05-16,MNST,62.48,62.92,62.01,62.86,62.86,8603675,tiingo
2025-05-19,MNST,62.845,62.9604,62.47,62.9,62.9,4009972,tiingo
2025-05-20,MNST,62.76,63.165,62.575,62.99,62.99,5400807,tiingo
2025-05-21,MNST,62.9,63.485,62.805,63.1,63.1,6278284,tiingo
2025-05-22,MNST,63.0175,63.22,62.475,62.87,62.87,3812501,tiingo
2025-05-23,MNST,62.68,63.47,62.42,63.36,63.36,3508984,tiingo
2025-05-27,MNST,63.56,64.31,63.49,64.24,64.24,5266300,twelve_data
2025-05-28,MNST,64.28,64.45,63.69,63.77,63.77,3326900,twelve_data
2025-05-29,MNST,63.91,64.18,62.88,63.64,63.64,4145700,twelve_data
2025-05-30,MNST,63.74,64.14,63.25,63.95,63.95,13500800,twelve_data
2025-06-02,MNST,63.61,63.855,62.7,63.83,63.83,5070408,tiingo
2025-06-03,MNST,63.49,64.029999,63.12,63.99,63.99,6015200,twelve_data
2025-06-04,MNST,64.01,64.02,62.925,63.16,63.16,4908022,tiingo
2025-06-05,MNST,63.21,63.27,62.6,63.0,63.0,4828200,twelve_data
2025-06-06,MNST,63.31,63.755,63.19,63.41,63.41,3690561,tiingo
2025-06-09,MNST,63.41,63.5,62.66,63.0,63.0,4264500,twelve_data
2025-06-10,MNST,62.9,63.36,62.67,63.040001,63.040001,4630300,twelve_data
2025-06-11,MNST,62.96,63.099998,62.3,62.59,62.59,4799200,twelve_data
2025-06-12,MNST,63.040001,63.77,62.82,63.69,63.69,6259600,twelve_data
2025-06-13,MNST,63.54,63.65,62.96,63.060001,63.060001,6155800,twelve_data
2025-06-16,MNST,63.5,64.28,63.2,63.88,63.88,5233300,twelve_data
2025-06-17,MNST,63.71,63.84,62.64,62.78,62.78,12008000,twelve_data
2025-06-18,MNST,62.99,63.41,62.66,63.19,63.19,4923600,twelve_data
2025-06-20,MNST,63.3,63.62,62.68,63.09,63.09,12786000,twelve_data
2025-06-23,MNST,63.25,63.39,62.64,63.21,63.21,5739800,twelve_data
2025-06-24,MNST,63.33,63.83,62.84,63.57,63.57,4659129,tiingo
2025-06-25,MNST,63.68,63.68,62.060001,62.2,62.2,4668000,twelve_data
2025-06-26,MNST,62.35,62.94,61.9,62.19,62.19,6676800,twelve_data
2025-06-27,MNST,62.07,62.099998,61.28,61.71,61.71,8486600,twelve_data
2025-06-30,MNST,61.71,62.79,61.63,62.64,62.64,5201600,twelve_data
2025-07-01,MNST,62.83,64.36,62.775,63.54,63.54,5946275,tiingo
2025-07-02,MNST,63.46,63.79,62.94,63.04,63.04,5051669,tiingo
2025-07-03,MNST,63.23,63.23,62.33,63.080002,63.080002,3783600,twelve_data
2025-07-07,MNST,63.080002,63.34,62.65,62.85,62.85,4267500,twelve_data
2025-07-08,MNST,62.49,62.8,61.53,61.59,61.59,5913789,tiingo
2025-07-09,MNST,61.29,61.67,59.24,59.57,59.57,9963100,twelve_data
2025-07-10,MNST,59.57,59.71,58.92,59.17,59.17,5482800,twelve_data
2025-07-11,MNST,58.93,59.14,58.3,58.83,58.83,5843908,tiingo
2025-07-14,MNST,58.88,60.060001,58.59,59.67,59.67,5660100,twelve_data
2025-07-15,MNST,59.54,59.57,58.66,58.94,58.94,6630600,twelve_data
2025-07-16,MNST,59.13,59.35,58.29,58.65,58.65,4454200,twelve_data
2025-07-17,MNST,58.8,59.16,58.42,59.09,59.09,4273100,twelve_data
2025-07-18,MNST,59.54,59.82,58.97,59.0,59.0,5425000,twelve_data
2025-07-21,MNST,58.89,59.63,58.79,59.43,59.43,3529000,twelve_data
2025-07-22,MNST,59.32,59.76,58.93,59.59,59.59,3997100,twelve_data
2025-07-23,MNST,59.52,59.74,58.85,59.19,59.19,4284000,twelve_data
2025-07-24,MNST,59.32,60.23,59.2,60.18,60.18,4317100,twelve_data
2025-07-25,MNST,60.39,60.83,60.13,60.66,60.66,3128500,twelve_data
2025-07-28,MNST,60.099998,60.53,59.67,60.21,60.21,3602900,twelve_data
2025-07-29,MNST,60.5,61.53,60.22,61.39,61.39,5311400,twelve_data
2025-07-30,MNST,61.22,61.77,60.87,61.04,61.04,4116395,tiingo
2025-07-31,MNST,60.59,60.81,58.47,58.75,58.75,10840800,twelve_data
2025-08-01,MNST,58.75,59.34,58.09,59.02,59.02,12248400,twelve_data
2025-08-04,MNST,59.11,60.47,59.029999,60.35,60.35,6075100,twelve_data
2025-08-05,MNST,60.24,60.5,58.74,59.04,59.04,8787824,tiingo
2025-08-06,MNST,59.46,59.66,58.54,59.5,59.5,11643500,twelve_data
2025-08-07,MNST,59.96,60.97,59.8,60.8,60.8,9030500,twelve_data
2025-08-08,MNST,65.5,66.75,64.35,64.69,64.69,12216100,twelve_data
2025-08-11,MNST,64.43,64.59,62.71,63.66,63.66,8589800,twelve_data
2025-08-12,MNST,63.73,64.58,63.59,64.029999,64.029999,7502700,twelve_data
2025-08-13,MNST,64.22,64.22,63.18,64.15,64.15,5729762,tiingo
2025-08-14,MNST,64.15,64.49,63.76,64.2,64.2,4040100,twelve_data
2025-08-15,MNST,64.49,65.019997,64.29,64.64,64.64,4846800,twelve_data
2025-08-18,MNST,64.81,64.83,63.94,64.12,64.12,4467100,twelve_data
2025-08-19,MNST,64.25,64.3,63.29,63.99,63.99,5572000,twelve_data
2025-08-20,MNST,64.29,65.24,64.059998,64.39,64.39,4952200,twelve_data
2025-08-21,MNST,64.45,64.99,63.92,64.36,64.36,4116600,twelve_data
2025-08-22,MNST,64.73,65.0,62.63,62.84,62.84,4681500,twelve_data
2025-08-25,MNST,62.64,63.07,62.049999,62.3,62.3,4935200,twelve_data
2025-08-26,MNST,62.16,62.52,61.84,62.12,62.12,7095800,twelve_data
2025-08-27,MNST,62.09,62.19,60.97,61.73,61.73,4499400,twelve_data
2025-08-28,MNST,61.77,62.47,61.61,62.02,62.02,4329000,twelve_data
2025-08-29,MNST,61.93,62.53,61.76,62.41,62.41,4164488,tiingo
2025-09-02,MNST,62.45,62.89,61.9,62.67,62.67,3846300,twelve_data
2025-09-03,MNST,62.17,63.53,62.155,63.51,63.51,4605600,tiingo
2025-09-04,MNST,63.58,63.91,63.115,63.45,63.45,5148742,tiingo
2025-09-05,MNST,63.53,63.66,62.13,62.46,62.46,3338600,twelve_data
2025-09-08,MNST,62.32,63.029999,62.07,63.02,63.02,4194200,twelve_data
2025-09-09,MNST,62.86,64.010002,62.73,63.35,63.35,4465500,twelve_data
2025-09-10,MNST,63.099998,64.12,62.49,62.83,62.83,4830000,twelve_data
2025-09-11,MNST,62.935,64.09,62.7,63.8,63.8,3618026,tiingo
2025-09-12,MNST,63.8,64.78,63.64,64.69,64.69,4842597,tiingo
2025-09-15,MNST,64.93,65.41,64.3,64.35,64.35,4334954,tiingo
2025-09-16,MNST,64.19,66.3,64.19,66.16,66.16,8652900,twelve_data
2025-09-17,MNST,66.38,67.13,65.84,66.52,66.52,6551700,twelve_data
2025-09-18,MNST,66.03,66.57,64.61,64.64,64.64,5903507,tiingo
2025-09-19,MNST,64.86,64.86,63.53,64.13,64.13,13013900,twelve_data
2025-09-22,MNST,63.78,64.35,63.47,63.98,63.98,4668700,twelve_data
2025-09-23,MNST,63.98,64.5,63.0099983,64.48,64.48,4189000,twelve_data
2025-09-24,MNST,64.4,65.14,64.24,64.93,64.93,3996800,twelve_data
2025-09-25,MNST,65.39,65.55,64.21,64.59,64.59,3132900,twelve_data
2025-09-26,MNST,64.76,65.46,64.42,65.34,65.34,3097600,twelve_data
2025-09-29,MNST,65.7,67.12,65.5,66.96,66.96,7321700,twelve_data
2025-09-30,MNST,67.13,67.44,66.71,67.31,67.31,4775200,twelve_data
2025-10-01,MNST,67.15,67.84,66.71,67.43,67.43,5051600,twelve_data
2025-10-02,MNST,66.9,67.89,66.56,67.58,67.58,4318100,twelve_data
2025-10-03,MNST,67.45,67.89,67.13,67.17,67.17,3095200,twelve_data
2025-10-06,MNST,67.11,67.23,66.33,67.09,67.09,3254394,tiingo
2025-10-07,MNST,67.029999,68.28,66.98,68.15,68.15,5798000,twelve_data
2025-10-08,MNST,68.45,69.2,67.86,68.73,68.73,7629965,tiingo
2025-10-09,MNST,68.77,69.28,68.5,69.029999,69.029999,3797600,twelve_data
2025-10-10,MNST,69.34,70.059998,69.2,69.62,69.62,6769400,twelve_data
2025-10-13,MNST,68.99,69.5,66.94,67.15,67.15,6425400,twelve_data
2025-10-14,MNST,67.15,68.9,67.010002,68.61,68.61,6203400,twelve_data
2025-10-15,MNST,68.47,69.19,67.85,68.65,68.65,4414500,twelve_data
2025-10-16,MNST,69.059998,70.51,68.77,70.16,70.16,6355800,twelve_data
2025-10-17,MNST,70.57,70.65,69.88,70.22,70.22,4723000,twelve_data
2025-10-20,MNST,70.65,70.72,69.32,69.76,69.76,4675400,twelve_data
2025-10-21,MNST,69.83,69.99,68.59,68.9,68.9,5866800,twelve_data
2025-10-22,MNST,68.69,70.46,68.69,69.72,69.72,5132300,twelve_data
